method,weights,val_acc,accuracy,precision,recall,f1,auc,kappa,time_s
Equal,[0.3333, 0.3333, 0.3333],72.61,72.61,71.28,75.51,72.83,96.8,69.45,0.0
Grid,[0.35, 0.35, 0.3],72.61,72.94,71.58,75.7,73.08,96.78,69.81,0.0
Random,[0.3615, 0.3419, 0.2967],72.61,72.61,70.6,74.68,72.07,96.77,69.45,0.02
PSO,[0.3534, 0.3404, 0.3062],72.61,72.61,70.82,74.68,72.17,96.77,69.44,0.07
